id,text,stanza_UAS,stanza_LAS,stanza_ClauseSpanF1,gpt-4o_dependency_UAS,gpt-4o_dependency_LAS,gpt-4o_dependency_ClauseSpanF1,claude-3-haiku-20240307_dependency_UAS,claude-3-haiku-20240307_dependency_LAS,claude-3-haiku-20240307_dependency_ClauseSpanF1,gpt-4o_rewrite_best_f1_score,gpt-4o_rewrite_avg_f1_score,claude-3-haiku-20240307_rewrite_best_f1_score,claude-3-haiku-20240307_rewrite_avg_f1_score
train-s102,가격도 다른 곳보다 훨 비싸서 박아지를 뒤집어쓴 것 같다!,0.4,0.3,0.7499999999999999,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.5105263157894737,0.380952380952381,0.3404761904761905
train-s1023,"두려랑(杜麗娘)이라는 미소녀가 꿈에 이상적인 남편 유몽매(柳夢梅)와 정을 맺어, 꿈에서 깬 뒤부터는 밤낮을 두고 연모한 끝에 죽어버리나, 3년 후 신의 힘으로 부활하여 청년과 떳떳이 맺어진다는 이야기로 작자의 훌륭한 필치에 의해 일대 로망으로 알려져 있다.",0.16666666666666666,0.0,0.17743764172335602,0.11363636363636363,0.0,0.5890371533228675,0.0,0.0,0.0,0.5901639344262296,0.5212968234770184,0.5454545454545454,0.43576955695378067
train-s1024,특정도서로 지정하여 관리되고 있다.,1.0,0.4,0.6666666666666666,0.4,0.0,0.0,0.5,0.0,0.0,0.28571428571428575,0.2678571428571429,,
train-s1025,"낚시를 하러 가면, 아이스박스 가득 물고기를 낚아 올렸다.",0.6,0.5,0.7777777777777777,0.5,0.2,0.5555555555555555,0.0,0.0,0.0,0.8888888888888888,0.6940144478844168,0.823529411764706,0.6856617647058825
train-s1027,수입산(칠레)이라 좀 아쉽지만 고기는 두껍고 맛있었어요,0.0,0.0,0.0,0.4,0.4,0.8333333333333333,0.3,0.0,0.0,0.33333333333333326,0.22916666666666663,0.3076923076923077,0.23076923076923078
train-s1031,앗제가 당시에 존재했던 많은 기록 사진가들과 비교해서 구별되는 점은 '앗제만의 서정성'이라고 부를 만한 특징을 갖추고 있었다는 점이다.,0.3,0.1,0.4398148148148149,0.2222222222222222,0.16666666666666666,0.4063492063492064,0.0,0.0,0.0,0.6829268292682927,0.6061692969870875,0.45714285714285713,0.41038961038961036
train-s1035,우리 회사까지 걸어가려면 어디로 가면 되니,0.5,0.0,0.8,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6153846153846153,0.47435897435897434,0.16666666666666666,0.16025641025641024
train-s1036,"SKT와 대한항공은 사연 공모를 통해 총 30명의 항공업 종사 희망자들에게 대한 항공 본사 견학, 제주도에서의 항공 훈련 프로그램 참가 기회를 제공해 그들의 가능성을 응원할 계획이다.",0.25925925925925924,0.14814814814814814,0.9358974358974359,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.8260869565217391,0.8143694110391614,0.8936170212765957,0.737248090725652
train-s1037,"결선에서는 다시 복사 자세로 10발을 사격하지만, 50미터 소총 복사의 경우 남자 경기만이 올림픽 정식 종목이므로 여자 경기의 경우 결선 경기가 치러지지 않는다.",0.375,0.20833333333333334,0.22222222222222224,0.16666666666666666,0.0,0.1290322580645161,0.0,0.0,0.0,0.8292682926829269,0.7403477281526062,0.8571428571428571,0.7295238095238096
train-s1038,종업원과 주인의 불친절한 인상은 손님들에게 대접 받기 위해 식당을 운영하는 것 같다.,0.5384615384615384,0.3076923076923077,1.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.7500000000000001,0.6022727272727273,0.761904761904762,0.5422427035330262
train-s1041,가격도 만만치 않은데 기분 좋게 들어갔다가 인상 구기고 나왔습니다.,1.0,0.2,0.16666666666666666,0.1,0.0,0.43333333333333335,0.0,0.0,0.0,0.8888888888888888,0.7324561403508771,0.7777777777777778,0.5858585858585859
train-s1043,칼등으로 자르는 시늉만 하기로 되어 있었는데 '아차'하는 순간 로프에 칼날이 닿았고 순식간에 30m 아래로 추락하여 발목이 부러지고 척추 등에 중상을 입었다.,0.20833333333333334,0.0,0.48888888888888893,0.13043478260869565,0.0,0.6666666666666666,0.17391304347826086,0.0,0.38095238095238093,0.5333333333333333,0.5070460704607046,0.47619047619047616,0.4315349328137052
train-s1044,또한 위안화 절상 압력을 받고 있는 중국이 위안화 절상폭을 3% 이상으로 높게 잡으면 중국에서 제품을 생산해 해외에 수출하는 한국 기업은 직격탄을 맞을 수 있다는 관측이다.,0.15384615384615385,0.0,0.33872549019607845,0.18518518518518517,0.0,0.531632110579479,0.0,0.0,0.0,0.6808510638297872,0.6297281323877068,0.5217391304347826,0.4742639206712433
train-s1048,무릎의 군살을 제거하는 것은 적당한 운동을 통해 가능하다.,0.7777777777777778,0.4444444444444444,0.0,0.1111111111111111,0.0,0.42857142857142855,0.0,0.0,0.0,0.6666666666666666,0.5333333333333333,0.39999999999999997,0.34285714285714286
train-s105,"태양의 질량은 달의 질량의 2,700만 배이나 지구로부터의 거리는 달에 비해 387배 더 멀리 떨어져 있다.",0.5,0.1875,0.5,0.1875,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.373015873015873,0.6896551724137931,0.5027788303650372
train-s1050,"아주 맛있었으나, 서빙하는 뚱뚱한 종업원은 다소 불친절.",1.0,0.5555555555555556,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.5882352941176471,0.41911764705882354,0.125,0.0625
train-s1052,닭을 그 자리에서 직접 잡아주시는데 깜짝 놀랐어요,1.0,0.7142857142857143,0.5714285714285715,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.75,0.7228260869565217,1.0,0.8333333333333334
train-s1057,통영에 온다면 꼭 한 번은 타보는 게 좋다.,0.7777777777777778,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.0,0.823529411764706,0.724264705882353,0.375,0.30514705882352944
train-s1064,더군다나 댐이 지어지기 전에 홍수로 인해 토양이 비옥해졌던 것이 이제는 옛날 얘기가 되면서 원성을 사고 있기도 하다.,0.5,0.2222222222222222,0.40476190476190477,0.29411764705882354,0.17647058823529413,0.6333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.625,0.577020202020202,0.5161290322580646,0.422517394054396
train-s1065,"첫 타석에서 첫 홈런을 기록한 선수로서 통산 200홈런, 통산 2000안타를 기록한 선수는 다카기가 처음이었고 통산 200홈런과 200개의 희생타를 합쳐서 기록한 선수도 다카기가 처음이다.",0.68,0.32,0.833041958041958,0.23809523809523808,0.047619047619047616,0.15476190476190477,0.21052631578947367,0.0,0.0,0.8205128205128205,0.7926093514328809,0.7428571428571428,0.6441558441558441
train-s1067,TV에도 몇 번 나온 집이라더니 확실히 맛있네요,1.0,0.2857142857142857,0.6666666666666667,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.7803030303030303,0.625,0.5791666666666666,0.33333333333333326,0.21666666666666662
train-s1068,3편에서는 약물 중독에 시달리면서 물건을 훔치고 히치하이킹을 하며 방탕한 삶을 살아가다 우연히 케이트 브루스터가 일하는 병원에서 그녀와 만나게 되고 동시에 T-X와 T-850을 만나게 된다.,0.6,0.44,0.21428571428571427,0.12,0.04,0.10795454545454546,0.0,0.0,0.0,0.7199999999999999,0.6966666666666665,0.693877551020408,0.6836821537125489
train-s1073,"소람한의원 김성수 원장은 ""아침을 거르게 되면 점심 식사량이 필요 이상으로 많아지게 되고, 점심 과식은 혈액을 위장으로 몰리게 해 뇌의 활동을 둔화시킨다""며 ""맑은 머리를 유지하려면 시험 당일에는 평소 식사량의 70~80% 수준을 유지하는 게 좋다""고 말했다.",0.35714285714285715,0.16666666666666666,0.16666666666666669,0.09302325581395349,0.023255813953488372,0.3337662337662338,0.0,0.0,0.0,0.8,0.6792358895584701,0.787878787878788,0.6170128934267071
train-s1074,아는 게 별로 없어 어려웠는데 톡톡제주에서 자세히 설명해 주시더군요,1.0,0.3333333333333333,0.0,0.5555555555555556,0.3333333333333333,0.6649350649350649,0.0,0.0,0.0,0.6,0.5851851851851851,,
train-s1079,또 이후 노사합의에 따라 대출금 지원 등의 명목으로 성과급이 지급됐지만 세금(소득세) 등을 감안하면 실질적으로 실제 대출금의 50 ~ 60%만 지원된 것으로 알려진다.,0.2,0.04,0.22222222222222224,0.17857142857142858,0.07142857142857142,0.5764705882352942,0.0,0.0,0.0,0.34285714285714286,0.3204330380800969,0.4666666666666667,0.40317460317460324
train-s1080,영구스그릴앤파스타 제주점은 가족이 함께 부담 없이 즐길 수 있는 아메리칸 스타일에 패밀리 레스토랑입니다.,0.35714285714285715,0.21428571428571427,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.8799999999999999,0.8246153846153845,0.9600000000000001,0.8261538461538462
train-s1082,아주머니가 정이 많으신데 김밥은 잘 못 썰어요,0.8571428571428571,0.5714285714285714,0.0,0.0,0.0,0.7499999999999999,0.0,0.0,0.0,0.8571428571428571,0.7142857142857142,0.42857142857142855,0.4017857142857143
train-s1084,후에 아카이가 검은 조직에 ``FBI 요원''이라고 정체가 들키자 조직에서는 미야노 아케미를 암살할 계획으로 아케미에게 은행 강도를 하도록 제안했다.,0.5909090909090909,0.36363636363636365,0.0,0.2727272727272727,0.22727272727272727,0.6066252587991718,0.0,0.0,0.0,0.7222222222222222,0.6402394876079086,0.7272727272727272,0.6160610371136687
train-s1091,"그 결과, 하지불안증후군과 고혈압 간에 유의할만한 관계가 나타났으며 이런 관계는 증상이 심할수록 혈압이 더 높았다.",0.8235294117647058,0.6470588235294118,0.0,0.29411764705882354,0.11764705882352941,0.5714285714285715,0.11764705882352941,0.11764705882352941,0.0,0.8275862068965518,0.6280788177339902,0.24,0.22714285714285715
train-s1095,찾아가기만 한다면 괜찮은데 일부러 찾아가기가 조금 힘들 뿐입니다,0.625,0.375,0.5833333333333333,0.25,0.0,0.65,0.0,0.0,0.0,0.375,0.32598039215686275,1.0,0.6666666666666666
train-s1096,90년대 초반 이후 비행기지를 비무장지대 인근으로 이동하여 전진 배치되었다.,0.2,0.2,0.6666666666666666,0.2,0.0,0.6153846153846153,0.0,0.0,0.36363636363636365,0.75,0.6607142857142857,0.5555555555555556,0.43162393162393164
train-s1097,진해에 들리실 일이 있으시면 한 번 방문해보세요,1.0,0.5714285714285714,0.0,0.42857142857142855,0.2857142857142857,0.8,0.7142857142857143,0.7142857142857143,1.0,0.5714285714285714,0.5,0.5714285714285714,0.419047619047619
train-s1098,마재윤이 권유했었던 세레모니 대신 경기 내에서 보여준 것이라고 인터뷰에서 밝혀 마재윤이 '마청탁'등의 별명을 얻은 계기가 되기도 하였다.,0.42857142857142855,0.23809523809523808,0.7958169934640523,0.2222222222222222,0.0,0.479059829059829,0.0,0.0,0.0,0.8823529411764706,0.8126050420168067,0.5142857142857143,0.4793650793650794
train-s110,냉연강 제품 가격도 t당 260~300위안(약 4만4135~5만925원) 인상해 기존보다 최대 4.9% 올리기로 했다.,0.13333333333333333,0.0,0.9473684210526316,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.6153846153846153,0.5769230769230769,0.4827586206896552,0.4482758620689655
train-s1103,정인고시텔 살고 있는데 진짜 너무 좋아요,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.7272727272727272,0.5454545454545454,0.9090909090909091,0.8181818181818181
train-s1107,1코스 시작접부터 5코스 시작점까지는 버스를 타고 30분 내에 다 이동 가능하답니다.,0.3333333333333333,0.25,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.40909090909090906,0.47619047619047616,0.47619047619047616
train-s1108,하지만 아가들 놀이방 시설이 없어서 불편했답니다!,0.5714285714285714,0.2857142857142857,0.0,0.5714285714285714,0.2857142857142857,0.0,0.2,0.0,0.0,0.5714285714285714,0.5164835164835164,0.3333333333333333,0.3333333333333333
train-s1111,이에 따라 정부는 지난 6일 이명박 대통령의 친형인 이상득 한나라당 의원을 대통령특사로 리비아에 파견했으나 이 의원은 리비아 최고위층을 만나지 못하고 귀국했다.,0.4090909090909091,0.18181818181818182,0.1564835164835165,0.13636363636363635,0.045454545454545456,0.2523076923076923,0.0,0.0,0.0,0.5853658536585366,0.5309568480300187,0.5714285714285713,0.5238095238095237
train-s1118,"불친절하진 않았지만, 음식점이 가져야 할 맛과 위생의 문제 심각함.",0.6363636363636364,0.36363636363636365,0.0,0.6363636363636364,0.36363636363636365,0.5,0.0,0.0,0.0,0.33333333333333326,0.22222222222222218,0.6,0.34545454545454546
train-s1130,"물론 당시 구축함에 실을 수 있는 병력과 물자는 한계가 있었고, 일본군도 그 사실을 모르는 바는 아니었으나, 그렇게 할 수밖에 없는 이유가 있었다.",0.6,0.4,0.12631578947368421,0.2,0.04,0.19642857142857145,0.4444444444444444,0.05555555555555555,0.0,0.7142857142857143,0.6666666666666667,0.6341463414634146,0.6059620596205962
train-s1134,"보쌈, 족발 두 가지 다 먹어봤는데 기대 이상이였습니다.",0.5,0.4,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.26666666666666666,0.19583333333333333,0.26666666666666666,0.2583333333333333
train-s1142,"박사분들도 많이 오실텐데, 그 분들도 관객이다.",1.0,0.625,0.4,0.125,0.0,0.888888888888889,0.0,0.0,0.0,0.39999999999999997,0.3538461538461538,0.13333333333333333,0.12549019607843137
train-s1149,그것이 고착화되면 사람과의 분쟁이 끊이지 않습니다.,1.0,0.5714285714285714,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3205128205128205,0.28571428571428575,0.22619047619047622
train-s115,메인보다는 서비스가 많으면서 저렴한 곳.,0.6,0.6,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5454545454545454,0.43939393939393934
train-s1150,"유로존 정책당국 역시 그리스에 대한 긴축강화 압력 요구는 이해되나, 미봉책 수준의 임기응변식 정책으로 일관하고 있다는 점이 부담이다.",0.47368421052631576,0.3157894736842105,0.0,0.23529411764705882,0.0,0.25,0.10526315789473684,0.0,0.0,0.7222222222222223,0.6666666666666667,0.7222222222222223,0.5486111111111112
train-s1153,매우 친절하고 깔끔한 홀에 음식 맛은 더할 수 없이 좋네요,0.4,0.1,0.0,0.3,0.1,0.5,0.0,0.0,0.0,0.588235294117647,0.4705882352941176,0.5,0.4375
train-s1155,세척해서 새 것 같아요.,0.0,0.0,0.0,0.75,0.75,1.0,0.0,0.0,0.0,0.8571428571428571,0.5535714285714286,0.5714285714285715,0.41071428571428575
train-s1157,친절하시고 시설 및 기계가 다양하고 많아 참 좋네요,0.5,0.5,0.0,0.125,0.125,0.33333333333333337,0.0,0.0,0.0,0.43478260869565216,0.34239130434782605,0.625,0.41776315789473684
train-s1160,1일(현지시간) 뉴욕증시는 미국의 6월 공급관리협회(ISM) 제조업지수가 예상 밖의 개선세를 나타내며 큰 폭으로 올랐다.,0.1111111111111111,0.0,0.3076923076923077,0.2,0.05,0.0,0.25,0.05,0.0,0.689655172413793,0.6040868454661559,0.42857142857142855,0.35714285714285715
train-s1161,양념은 소스가 매콤해서 자꾸 땡기는 매운 맛이다,0.7142857142857143,0.5714285714285714,0.7333333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.4852941176470588,0.39999999999999997,0.3176470588235294
train-s1163,1988년 시즌 끝으로 현역에서 은퇴했는데 현역 생활 마지막 안타는 일본 프로 야구에서의 명승부로 꼽힌 ''10월 19일``의 더블헤더 1차전에서 때린 결승 적시타였다.,0.2,0.0,0.75,0.16,0.0,0.29629629629629634,0.12,0.0,0.0,0.8095238095238095,0.648664343786295,0.6511627906976744,0.5813953488372092
train-s1166,이리하여 소마 가문은 가까스로 그 본거지를 지켜내게 되었으니 소마 나카무라 번이 이로써 성립되었다.,0.6428571428571429,0.2857142857142857,0.2222222222222222,0.14285714285714285,0.14285714285714285,0.2222222222222222,0.0,0.0,0.0,0.7272727272727272,0.7272727272727272,0.75,0.7386363636363635
train-s1168,"이번 행사는 예비부부들을 위해 김치냉장고, 3D TV 및 소형가전을 중심으로 최대 50% 싸게 판매하는 한편, 가전 단일품목은 일정 금액 이상을 구매할 경우 카드사별 최대 10개월 무이자 할부 혜택을 준다.",0.28125,0.1875,0.18666666666666668,0.09375,0.0625,0.16231884057971016,0.0,0.0,0.0,0.8727272727272727,0.7879881474221097,0.6785714285714286,0.5896164021164022
train-s1172,한국은 후반 24분 이금민이 오른쪽 측면을 파고드는 과정에서 페널티킥을 얻어냈고 여민지가 침착하게 성공시키면서 동점을 만들었다.,0.625,0.375,0.6666666666666666,0.1875,0.0625,0.0,0.0,0.0,0.0,0.5714285714285714,0.5357142857142857,0.6206896551724138,0.5684093437152392
train-s1174,"낮기온은 서울 29도, 대구 33도로 어제보다 높아서 덥겠습니다.",0.6,0.2,0.7692307692307693,0.0,0.0,0.8421052631578948,0.0,0.0,0.0,0.47058823529411764,0.3686274509803922,0.4,0.35
train-s1176,"유로존 재정위기 등으로 인한 위험 회피 현상이 지속되며, 전환사채와 회사채 가격이 하락하면서 해당 전략을 구사하는 일부 헤지펀드는 1.8% 넘게 떨어졌다.",0.2727272727272727,0.13636363636363635,0.3080357142857143,0.08695652173913043,0.0,0.5379041248606466,0.0,0.0,0.0,0.6818181818181819,0.6567852437417655,0.6511627906976744,0.5581395348837209
train-s1179,그러나 나가요시의 사후에 바쿠후를 배후 조종하려던 마쓰나가 히사히데나 미요시 산닌슈(三好三人衆)에게 있어 적극적 활동을 펼치는 요시테루는 방해물에 불과했다.,0.14285714285714285,0.0,0.0,0.045454545454545456,0.0,0.12121212121212122,0.21428571428571427,0.07142857142857142,0.0,0.6829268292682926,0.4020694752402069,0.5641025641025641,0.4358974358974359
train-s1182,"물론 자전거, 침대 등 큰 물품의 경우 탑승객들이 기내에서 목록을 보고 주문한 뒤 목적지에 도달해 물품을 수령하게 된다.",0.6,0.45,0.25396825396825395,0.15,0.1,0.09090909090909091,0.0,0.0,0.0,0.7428571428571428,0.6798941798941799,0.7777777777777778,0.5603174603174603
train-s1184,배달두 되어서 담에 시켜 먹어야겠네요,0.4,0.2,0.5,0.4,0.4,0.0,0.0,0.0,0.0,,,0.16666666666666666,0.05555555555555555
train-s1188,"고기의 질도 좋지만, 반찬들의 재료도 신선함이 느껴집니다.",1.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.7142857142857143,0.6696428571428572,0.375,0.33035714285714285
train-s119,"이 선수들 외에도 여러 선수가 수사망에 올랐는데, 전남에서 뛰다가 그 해 전북 현대 모터스로 이적한 골키퍼 염동균도 최강희 감독에게 24일에 승부 조작 사실을 자수해 스스로 창원지검에 찾아가 조사를 받았다.",0.5161290322580645,0.3548387096774194,0.6347099567099568,0.20689655172413793,0.10344827586206896,0.27923444976076556,0.26666666666666666,0.16666666666666666,0.4906426332288401,0.6399999999999999,0.5242264150943395,0.5283018867924527,0.5018867924528301
train-s1191,"총 35명(외교통상직 33명, 영어능통직 2명)을 선발하는 올해 외무고시에는 1천717명이 응시해 49대 1의 경쟁률을 보였으며 외교통상직 322명과 영어능통직 18명이 1차 시험을 통과했다.",0.24,0.0,0.0,0.18518518518518517,0.037037037037037035,0.5025,0.0,0.0,0.0,0.9,0.830952380952381,0.6666666666666665,0.5384615384615383
train-s1195,이와 관련해서 경찰 현직 간부는 조청장의 무리한 실적주의 강요를 공개적으로 비판하였다.,0.25,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.2727272727272727,0.18181818181818182,0.3636363636363636,0.6666666666666667,0.6376811594202898,0.5217391304347826,0.44691607684529827
train-s1197,우리 동네 편한 곳이 생겨서 좋습니다,0.5,0.3333333333333333,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.42857142857142855,0.41428571428571426,0.4615384615384615,0.4615384615384615
train-s1198,100m 거리 코 앞에 신한은행 농협이 있는데 당신 같으면 500m 거리까지 찌질이 궁상 떨며 가시렵니까,0.26666666666666666,0.0,0.0,0.06666666666666667,0.0,0.584045584045584,0.1,0.0,0.0,0.5333333333333333,0.3736863711001642,0.24,0.214017094017094
train-s1200,"BC 497년이 되자 지씨의 당주인 지백요(智伯瑤)의 주도로 한(韓 ), 위(魏 ), 조(趙)의 당주들과 함께 범씨와 중항씨의 영토를 분할해 차지해 버린다.",0.16129032258064516,0.0,0.14814814814814817,0.08571428571428572,0.0,0.3968253968253968,0.0,0.0,0.0,0.7999999999999999,0.677056277056277,0.8421052631578948,0.6291866028708134
train-s1204,손녀뻘 아이가 반말로 대꾸하자 분을 참지 못한 듯 할머니는 소녀의 머리채를 잡아 채 이리저리 함부로 흔들어댄다.,0.5294117647058824,0.35294117647058826,0.2074074074074074,0.375,0.25,0.8055555555555555,0.125,0.0,0.0,0.6451612903225806,0.6401209677419354,0.625,0.5038060199698131
train-s1207,천연 비누를 직접 만들거나 체험할 수 잇어서 좋앗어요,0.25,0.25,0.0,0.125,0.125,0.7272727272727273,0.0,0.0,0.0,0.6666666666666666,0.6274509803921569,0.4444444444444444,0.4097222222222222
train-s1211,"그럼에도, 인테르를 홈으로 불러들인 로마는 끈기와 투혼으로 당당히 맞섰고, 종료 직전 다니엘레데 로시가 올려준 크로스를 부치니치가 다이빙 헤딩 슈팅으로 마무리하며 극적인 승리를 거뒀다.",0.5769230769230769,0.34615384615384615,0.24666666666666667,0.0,0.0,0.3490196078431373,0.2,0.2,0.5,0.8444444444444444,0.8352657004830918,0.6363636363636365,0.6038961038961039
train-s1222,2002년 8월 6일 어촌정주어항으로 지정하여 관리하고 있다.,0.625,0.25,0.33333333333333337,0.125,0.0,0.9090909090909091,0.0,0.0,0.0,0.4444444444444445,0.3472222222222222,0.5555555555555556,0.5130718954248366
train-s1226,불친절에 시간도 안됐는데 계속 전화옵니다,0.8,0.4,0.6666666666666666,0.0,0.0,0.0,0.4,0.4,0.0,0.33333333333333326,0.28431372549019607,0.125,0.11805555555555555
train-s1232,"직원 분들 친절해서 식사하기 편하고, 맛도 짝퉁 샤브샤브 집이랑은 비교가 안됩니다.",0.5384615384615384,0.38461538461538464,0.0,0.23076923076923078,0.07692307692307693,0.7499999999999999,0.0,0.0,0.0,0.9166666666666666,0.6322463768115942,0.6666666666666666,0.641025641025641
train-s1234,한번에 20-30cc 정도 먹으면 된다.,0.5,0.3333333333333333,0.8571428571428571,0.5,0.5,0.4,0.0,0.0,0.0,0.6153846153846153,0.6153846153846153,0.4,0.2833333333333333
train-s1235,이건 뭐 배달시킬 때마다 30분 이상 기다리니 정말 짱난다능,0.3333333333333333,0.2222222222222222,0.7,0.1111111111111111,0.0,0.9375,0.0,0.0,0.0,0.45454545454545453,0.43221690590111644,0.5263157894736842,0.44277360066833754
train-s1236,음식에서 기다란 머리카락이 나와도 미안하다는 사과 없이 다른 거로 바꿔 주면 끝이라고 생각하는 식당.,0.4666666666666667,0.26666666666666666,0.2666666666666667,0.13333333333333333,0.0,0.6611240611240612,0.0,0.0,0.0,0.7096774193548386,0.6578947368421052,0.4864864864864864,0.43616154417371455
train-s1238,"군 관계자는 ""청년실업 해소와 전문기술을 습득할 수 있는 기회를 제공하고 사업종료 후에도 안정적인 일자리와 연결될 수 있도록 인적 역량을 강화하는데 중점을 두고 추진할 계획""이라고 말했다.",0.2857142857142857,0.14285714285714285,0.22985994397759102,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.6808510638297872,0.6622340425531914,0.6666666666666667,0.5628019323671497
train-s1239,"대한축구협회는 21일 ""허정무 감독이 24일 일본과 친선경기를 치르고 나서 다음 날 25일 오전 박태하 코치와 함께 먼저 오스트리아로 건너가 그리스-북한의 친선경기를 관전한다""고 밝혔다.",0.4444444444444444,0.18518518518518517,0.23905723905723905,0.1111111111111111,0.037037037037037035,0.4257369614512472,0.0,0.0,0.0,0.8181818181818182,0.7747575421994027,0.9090909090909091,0.8337028824833702
train-s124,밥이 좋으니까 쌈밥도 더욱더 맛있게 먹을 수 있는 거 같아요,0.4,0.2,0.0,0.1,0.0,0.4,0.4,0.3,0.3333333333333333,0.5,0.2777777777777778,0.47619047619047616,0.37691197691197686
